Region,Col1,Contents,Date,Joy_count,Peace_count,sentiment
Riyadh,محممد ..,@go00gg11 طيب 😂🚶🏻‍♂️🚶🏻‍♂️,22/02/2019 11:10,0,0,Other
Riyadh,A45.,Amen 🙏🏻 https://t.co/M0niqhmtdh,22/02/2019 11:10,0,0,Other
Riyadh,Wajd Septillions,Take me https://t.co/ODgvzwi8Iq,22/02/2019 11:10,0,0,Other
Riyadh,م. عبدالله الحمود,تلقيت من الأخ الفاضل المهندس / صالح بن أحمد المحمد الأحيدب احد اعيان مدينة #جلاجل نسخه من تقرير (( حمولة الأحيدب ))… https://t.co/mqt7HPDlFj,22/02/2019 11:10,0,0,Other
Makkah Al Mukarrama,Wedyan | وديان 🏴,اللهم افتح ل #ليان_ابراهيم في قبرها باباً تهبُّ منه نفائح الجنة لا يُغلق بعدها أبدا,22/02/2019 11:10,0,1,Peace
Riyadh,H.S 🇸🇦,"ماشالله عالشخصيات الخرا اللي جالسة اكتشفها ب ٢٠١٩
مليون علامة تعجب !",22/02/2019 11:10,0,0,Other
Taif,Khalid Al-Rajhi,"@sport_jazirah @Yaqoub_Almutair ياقوم العشه
#لجنة_الانضباط_والاخلاق 
تعقب بناءً على تقارير و الناقل الرسمي وشكاوي ع… https://t.co/RpHhK4yKtN",22/02/2019 11:10,0,0,Other
Jeddah,RD,يخليلي اخواتي 💘💘💘💘💘,22/02/2019 11:10,0,0,Other
Baha,ابراهيم العمري,"صَلوُا عليہّ 
- فليسَ لدينَا شَفيع سِواهہ 
- اللهُم صلِّ وَسلّم على نبيّنا مُحمّد",22/02/2019 11:10,0,0,Other
Jeddah,علي السيد,https://t.co/s2AmgBN8TG,22/02/2019 11:10,0,0,Other
Jeddah,مجازف,@ZainKSA  اتمنى من شركة زين الوضوح مع العملاء وعدم تضليلهم ذهبت لأحد الفروع بجده وطلبت خدمه مفوتره معها ايفون وابلغ… https://t.co/b5E4n47zrs,22/02/2019 11:10,0,0,Other
Riyadh,اميرة shammar,"أشد من ضيقتي وأشد من همي 
لا صرت أشوف الحياة بنظرة العايف",22/02/2019 11:10,0,0,Other
Makkah Al Mukarrama,Azzam Thabit,"اللهم أسألك أن ترزقنا لذة السجود ودعاء غير مردود وفرج ورحمة منك يا معبود ، وأبعد عنا البلاء، وأرفع شأننا ومقامنا في… https://t.co/Bv9WlL8hFB",22/02/2019 11:10,0,1,Peace
Riyadh,القلب ومايريد 🏃🏾‍♂️💔🌹✋,@oman8754 ربنا يشفيه ويعافيه,22/02/2019 11:10,0,0,Other
Riyadh,سلطان الحسين,اللهم صلِّ وسلم على نبينا وحبيبنا محمد,22/02/2019 11:10,0,1,Peace
Makkah Al Mukarrama,ابو البراء العروي,اجعله يموت ايش دخلنا  كذاب أمعات https://t.co/OF4dh4QT9K,22/02/2019 11:10,0,0,Other
Hafr Al Batin,يوسف♕⁵¹,مهما كانت الثقه بيننا قويه لاتحاول تمسك جوالي.,22/02/2019 11:10,0,0,Other
Al Muzahmiyah,فهد الرحماني,@koook808080 @fheed6666 @ZGe2zLgkIhufxCo يارجال شحم انت ودبوسك كانك تعرف الحق عده خل عني الهرج الفاضي ربي ماشفناه بالعقل عرفناه,22/02/2019 11:10,0,0,Other
Jeddah,علي محمد  القرني,@Abdulaziz_Hmadi @Bndrww وش تنصح فيه,22/02/2019 11:10,0,0,Other
Dammam,Ramadan Amer,https://t.co/Qw5yv8Jp0A,22/02/2019 11:10,0,0,Other
Jeddah,Fayez Halawani,"🌻 لا يزال يُستجاب للعبد ما لم يَدْعُ    بإثم أو قطيعة رحم ما لم يستعجل قيل 

 🌻 يا رسول الله ما الاستعجال قال يقول… https://t.co/e0ulSqQSQv",22/02/2019 11:10,0,0,Other
Riyadh,مصنع علب الكرتون,صندوق.السعاده https://t.co/1FIVNHeJ7Z,22/02/2019 11:10,0,0,Other
Riyadh,أبوعبدالعزيز💙58💙,"اللهم صل وسلم وزد وبارك على نبينا محمد 
اللهم صل وسلم وزد وبارك على نبينا محمد 
اللهم صل وسلم وزد وبارك على نبينا م… https://t.co/g4gLTlMKxB",22/02/2019 11:10,0,1,Peace
Jeddah,محمد بن سعود,"#يوم_الجمعه
اللهم في يوم الجمعة ارحم من غابوا غياباً أبدياً اللهُم ابعث لهم نوراً إلى يوم يبعثون💛🌻. https://t.co/C37Kk7uLla",22/02/2019 11:10,0,4,Peace
Riyadh,ﻃﻼل بن درويش,"صَلوُا عليه ..
فليسَ لدينَا شَفيع سِواهُ
اللهُم صلِّ وَسلّم على نبيّنا مُحمّد .",22/02/2019 11:10,0,0,Other
Baqaiq,Jenan Al-hamad,"@DrWaleedalbaker @STU_KFHU شكراً لك ..يعطيك العافية ماقصرت 🌹،مقدرين لك سرعة الرد 👍🏻",22/02/2019 11:10,1,0,Joy
Riyadh,KSU Psychiatry Conf,@ali_mahasi @A_AlHadi ١٥ ساعه اذا حضرت على ٧٠٪؜ من المؤتمر,22/02/2019 11:10,0,0,Other
Sihat,➰,I'm at Saihat Al Ghadeer Corniche in Sayhāt https://t.co/bbBb4wtfYH,22/02/2019 11:10,0,0,Other
Buraydah,قروب الموج الأزرق,"سلافين بيليتش:
الهلال هو أفضل فريق في المملكة، لديهم لاعبين يملكون إمكانيات فنية عالية، و يلعبون بانسجام كبير. https://t.co/kWB7MQ7E9O",22/02/2019 11:10,0,0,Other
Unayzah,غادة SJ,"اللهم ..
♥️ https://t.co/HMuZyhnyIQ",22/02/2019 11:10,0,0,Other
Northern,هديل المطرفي,انت حبيبي وكل العمر لو تدري💙 https://t.co/5Kedz4QwCD,22/02/2019 11:10,0,0,Other
Dammam,🕳hasan,"#قوميز_يرعب_الاطفال_اوقفوه 
  😷😷

أنا اقول كل السلق اللي بالهاشتاق يطلعون https://t.co/vzawRvtvza",22/02/2019 11:10,0,0,Other
Jeddah,Saad Gomaa,"@EdyCohen وطبعا الهدف من التويته دي أنه احنا نقول اسرائيل زعلانه ع حكم الاعدام وأنه السيسي حارقهم 
يا ايدي يا كوهين… https://t.co/9wfpoF22Wa",22/02/2019 11:10,1,0,Joy
Riyadh,محمد حوذان,#يوم_الجمعه https://t.co/Xbvy6YzC3p,22/02/2019 11:10,0,0,Other
Buraydah,hamad-11,"اليييييوووم إيش ! اليوم الششبباب 😍🖤
ياكررريم أكرمنا بالفوووووز 🙏❤️. https://t.co/b9ATENo8eh",22/02/2019 11:10,0,0,Other
Makkah Al Mukarrama,الحربي,https://t.co/s9zHv9svoV,22/02/2019 11:10,0,0,Other
Jeddah,AyedAlOtaibi,"ربي في يوم الجمعة لك عبادٌ
ينتظرون فرجاً فبشرهم و عبادٌ
يسألون شفاءً فعافهم 
وعبادٌ يرجون رحمتك فأرحمهم
وأمواتٌ ينت… https://t.co/i3gC76QoyN",22/02/2019 11:10,1,2,Peace
Riyadh,خالد حمدان المرزوقي,تصريح الشيخ فهد بن بجاد الغرمول بخصوص مشاركة العقابيات. 2019 #تلاد_الجزيرة #العقابيات https://t.co/wYpuH7rFFD,22/02/2019 11:10,0,0,Other
Riyadh,Dhay Almugaiseeb,Second day of #careemathon (@ Business Vally in Riyadh w/ @ghaidaalebedah) https://t.co/WzdqicrfSg,22/02/2019 11:10,0,0,Other
Jubail Industrial City,صدقة جاريه لوالدتي 🙏🏻💕.,أسأل ربي سامع الدعاء ورافع السماء ودائم البقاء ومن في اسمه دواء وذكره شفاء أن يرفع عنكم كل بلاء ويرزقكم عيش الكرماء ويحييكم حياة السعداء.,22/02/2019 11:10,0,0,Other
Al Khobar,محمّد الصفيّان,لعلّ طُرقنا تتقاطَعْ ثُمّ تَستَوي.,22/02/2019 11:10,0,0,Other
Jeddah,السيف السعودى,"@haifaotaa 
القيادات الشريفة المتمثلة فى دول المقاطعة رغم جحودكم وقلة أدب مرتزقتكم الذين يسيئون  لهم فى شتى المحافل… https://t.co/80NLa88Vma",22/02/2019 11:10,0,0,Other
Dammam,🚧,صدقني البعد والله حرام 💘,22/02/2019 11:10,0,0,Other
King Abdullah Economic City,Ghadi M #Gaza#Aleppo,@AnghamGh د. الأمير 😂🤣 ؟,22/02/2019 11:10,0,0,Other
Jeddah,مسفرة الغامدي,"ستكبر وتتعلم أن البعد ليس بُعدَ المكان.وأن من تفصل بينك وبينهم المدن والقرى والمحطات والأشجار،يجمعك بهم ودًا بينًا.… https://t.co/0zS3g1k7I6",22/02/2019 11:10,0,0,Other
Al Khobar,Salman.,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/zc06UAfkMI,22/02/2019 11:10,0,0,Other
Jeddah,البيرق الإعلامية,اللهــم صــــل وسلــــم على نبينـــا محمــــدﷺ,22/02/2019 11:10,0,0,Other
Makkah Al Mukarrama,رمضان عبدالله الكناني,"خطبة الجمعة من المسجد الحرام هذا اليوم  للدكتور صالح بن حميد ،،
https://t.co/Qx8s4lJ2lI",22/02/2019 11:10,0,0,Other
Riyadh,الحياة حلوة,لعن شئ انك تذكر اسم بالغلط ويكون احلى غلط,22/02/2019 11:10,0,0,Other
Riyadh,♓️,متى ناوي الواتساب يدخّلني ؟,22/02/2019 11:10,0,0,Other
Eastern,♥Beauty of Kashmir♥,Abbas pure azad kashmir https://t.co/0SbUOME9Na,22/02/2019 11:10,0,0,Other
Riyadh,لطيفة عساف,"الأحبة كشجرة الياسمين
لا تكتفي بأن تظلك !!
بل لا تتركك إلا معطرًا بعبيرها !!
فأسعد الله من كانوا دومًا زهور الياسمين في حياتنا """,22/02/2019 11:09,0,0,Other
Makkah Al Mukarrama,ابو البراء العروي,ايش دخلنا ههه https://t.co/SL9Y9mIWC1,22/02/2019 11:09,0,0,Other
Jubail,Tahir Zahoor Ghauri,@Naila_Arshad94 سزا سے بچنے کیلئے جمعہ کو مرنا نہیں اپنے نفس کو مارنا ضروری ہے 😊,22/02/2019 11:09,0,0,Other
Tabuk,hussam👑,ما احب اكل لحالي والله💔,22/02/2019 11:09,0,0,Other
Rumah,aljazi,@8miilr علزقين,22/02/2019 11:09,0,0,Other
Al Ras,nfnf ⓭.,يااااارررب💙💙💙💙😭 https://t.co/onxSPxGMNh,22/02/2019 11:09,0,0,Other
Al Madinah Al Munawwarah,k@oRhysian's27,Manahimik kayo kung ayaw niyong mabagyo hahah #KAORHYSChamBabeTime,22/02/2019 11:09,0,0,Other
Al Ghazalah,خالد بن فهد الرشود,@eidalrmih حفظك الله شيخنا ابا زايد,22/02/2019 11:09,0,0,Other
Dammam,🚧,Hate your self ذالمره 😉,22/02/2019 11:09,0,0,Other
Riyadh,Ö,"على ايش نصفقله ؟!!!
يااخي جمهور ارسنال دراويش https://t.co/JdU9SAHNzv",22/02/2019 11:09,0,0,Other
Al Madinah Al Munawwarah,💫 الحربي💫,#قوميز_يرعب_الاطفال_اوقفوه                  اوقفو ماتريد الهلال لايقف على لاعب الهلال. بمن حظر الهلال كوكب من النجو… https://t.co/GchYTkoyIL,22/02/2019 11:09,0,0,Other
Riyadh,🇸🇦  عــنـاد 🇸🇦,@jamalrayyan يعني غصب تعجبنا 🤣🤣🤣 والله نعرف الي عند الإشارات احد من اليمن واحد من سوريا وانت نفس المهنه بس انت مو ع… https://t.co/75NuM7hGli,22/02/2019 11:09,0,0,Other
Qatif,المهندس منصور,@b3ll1shi @DrAl_Lawati و هل جنحوا ؟ فقط تأمل نشرات الأخبار لتعرف إن جنحوا ام لا,22/02/2019 11:09,0,0,Other
Jeddah,Usmankhan 277,@SheikhRashid550 @ZeshanMalick https://t.co/IBpw6xk7C3,22/02/2019 11:09,0,0,Other
Riyadh,بندر العبدالعزيز,#يوم_الجمعه https://t.co/DW8eOkbjJl,22/02/2019 11:09,0,0,Other
Tabuk,hussam👑,💙 https://t.co/ZAUWzhxY5w,22/02/2019 11:09,0,0,Other
Jeddah,Ahmed Mouawad,"لديكم قله الفهم تحتاج الى علاج، وحتى لا تكون عدوى في قطر، الموضوع مقاطعه وليس حصار. انتهى الدرس... https://t.co/U0ojHlwSjU",22/02/2019 11:09,0,0,Other
Jeddah,AseełBanjar•♌️,"اللهمّ إني أسألك توفيقاً تتعَجّب منه النُّفوس 
ولا تّصيبني به عّين، وإجعلني مباركاً أينمَا كُّنت 
لا أغفل عن الفُّرص ولا يَفوتني رّزق.♥️",22/02/2019 11:09,0,0,Other
Riyadh,عبدالمجيد بن محمد,"@amfozan ❤️❤️😂😂😂
كدت انت تغلو يابروفسور😂😂",22/02/2019 11:09,0,0,Other
Riyadh,ناصر المديهش ⚖️ #91,@samarasiri @MalakAbed يعطيك العافية نبي معك نتواصل معك يا دكتورة,22/02/2019 11:09,0,0,Other
Makkah Al Mukarrama,Ss,"اللهمَ في يوم الجمعه ، أرزقنا حُلو الحياةِ وخيرَ العطاءِ وسعة الرزقِ وراحةَ البالِ ولباسَ العافية ، وحُسن الخاتمة ♥️",22/02/2019 11:09,0,0,Other
Riyadh,KINETICO KSA,"Rest is one of the most important aspects of your training program.
Enjoy your REST today &amp; we’ll see you tomorrow🤩… https://t.co/CEavamPHu6",22/02/2019 11:09,0,0,Other
Riyadh,د.خالد  العنقري,@TARIQALNOFAL اعترفت الان أخ طارق من اول,22/02/2019 11:09,0,0,Other
Jeddah,سُ,"I'm at Chicken Republic - @chikenrepublic in Jeddah, Makkah https://t.co/P5RSaVpdbj",22/02/2019 11:09,0,0,Other
Riyadh,خالد القريشي,@Rgitk الحقيقه انه مكسب للهلالين هو وجفنكو,22/02/2019 11:09,0,0,Other
Ahsa,﷼,ريحة المطر 💖💖💖,22/02/2019 11:09,0,0,Other
Al Qunfidhah,عبدالله العَمري,#يوم_الجمعه اللهم صلِّ وسلم وبارك على نبينا محمد وعلى آله وصحبه أجمعين ...,22/02/2019 11:09,0,1,Peace
Riyadh,Murder by Death,فيلم بوكونو هيرو اذا نزل بالسينما عندنا احد يروح معي ؟,22/02/2019 11:09,0,0,Other
Al Madinah Al Munawwarah,الخطوط الماسية,"🍃«آنْ آلُلُهِ وُمْلُآئڪٺهِ يَصًلُوُنْ عٌلُيَ آلُنْٻيَ
يَآيَهِآ آلُذيَنْ آمْنْوُ صًلوُآ عٌلُيَهِ وُڛلُمْوُ ٺڛلُيَمْآ… https://t.co/HrXZGAVJZz",22/02/2019 11:09,0,0,Other
Riyadh,عبدالله محمد الضعيان,@salehalsudairy2 من العمر الملايين من السنين والحاصل أن الاعتماد على علم الجلوجيا في تفسير الوقائع لايعتد به وخاصة… https://t.co/TiCr4oNhek,22/02/2019 11:09,0,0,Other
Al Madinah Al Munawwarah,مصطفى,@Soulaf20665870 خلي ال خده يتهنا بيه,22/02/2019 11:09,0,0,Other
Riyadh,مسفر بن عبدالعزيز,"أسمع أعلام الهلال ماذا يقول عن النصر ..!!
الأستاذ : محمد الشهراني يوضح لهم مشاركة النصر بصفته لعب نهائي أبطال آسيا… https://t.co/i2Iaa7RiZb",22/02/2019 11:09,0,0,Other
Jeddah,Abdu YN,@Ahmed_Kayal اعتقد انها جولة كارثيه من قبل ان تبدأ😂 https://t.co/yB4iU0YIhQ,22/02/2019 11:09,0,0,Other
Riyadh,Myriam 👅,مدرسين  ثانوية عامه اخوان والاداره اخوان والبنات الي ف الكلاس اخوان والاسئله الي بتيجي اخوان . https://t.co/iivDPVl4fg,22/02/2019 11:09,0,0,Other
Jeddah,بسمة باسودان,اللهم صلّ على محمد وعلى آل محمد كما صليت على إبراهيم وعلى آل إبراهيم إنك حميد مجيد. وبارك على محمد وعلى آل محمد كما… https://t.co/R7ZDl81xDJ,22/02/2019 11:09,0,0,Other
Jeddah,1️⃣3️⃣🏆 D7,"هاشتاق سامج ينم عالعنصريه 
مهما كان لا تطقطق في شيء يتعلق بالعنصريه يا غجررر #قوميز_يرعب_الاطفال_اوقفوه",22/02/2019 11:09,0,0,Other
Riyadh,Z,من الرجال ولد الرجال اللي بيلعبني ابيكس ليجند؟,22/02/2019 11:09,0,0,Other
Riyadh,‏ ﮼ابراهيم ﮼السبيعي,@h26x2 آمين,22/02/2019 11:09,0,0,Other
Riyadh,سناف,@anwarmalek ماعلينا كلها فتره ونشوف الخطاب تجاهه تغير ويمكن تتم شيطنة من ينتقده 😎,22/02/2019 11:09,0,0,Other
Riyadh,د.زايد خالد الخمعلي,@anaana05 طلب الرزق يتطلب (الكثير ) مما ذكرتي,22/02/2019 11:09,0,0,Other
Dammam,shmshony +56 🇸🇦,@_Koa7 @10Hfc حتى بعد كوستا ماسوا شيء مافي الا لقطه الشلهوب اللي مستانسين عليها😂,22/02/2019 11:09,0,0,Other
Riyadh,.Razan AlDhahri.,"I wanna share foggy mornings, moonlights and starry skies with you.",22/02/2019 11:09,0,0,Other
Jeddah,Ali Bn Ali🇸🇦,https://t.co/Qn29k2m6N2,22/02/2019 11:09,0,0,Other
Hail,Anas,@itsmythoughtzz എങ്ങോട് പോകുന്നെ??,22/02/2019 11:09,0,0,Other
Jeddah,RD,انا بكون قويه معاها وانا مرا مبسوطه فيها 💘💘💘 https://t.co/XMZQHbS9Re,22/02/2019 11:09,0,0,Other
Riyadh,Wings broken,انا ماعدت لك ساحل ولا انت عاد لي ميناء,22/02/2019 11:09,0,0,Other
Jeddah,Saeed,@i8142rt انتي مخ في السوالف,22/02/2019 11:09,0,0,Other
Taif,عادل المالكي,"""ربي أسعد أمي عدد ما ضخ قلبها وعدد مارمشت عينيها وأبعد عنها كُل سوء يا الله",22/02/2019 11:09,0,0,Other
Al Aqiq,Ahmed,@GemyAskalany احلم,22/02/2019 11:09,0,0,Other
Jeddah,🎠,❤️محد سعيد قدي❤️,22/02/2019 11:09,0,0,Other
Riyadh,ABDULLAH,@abdulrahman اشتاق لك الزعماء يا زعيم💙,22/02/2019 11:09,0,0,Other
Riyadh,Reema,سانقمين اخ وحشني مرررره https://t.co/IffpAM1jDr,22/02/2019 11:09,0,0,Other
